facility_id,name,state,city,postcode,latitude,longitude,specialties,description,capability,procedure,equipment,source_urls,numberDoctors,capacity,yearEstablished
FAC-00435,Patna Healthcare Center 16,Bihar,Patna,887931,24.91647961144401,74.40891816697231,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/435,,50 beds,2015
FAC-00436,Kolkata Healthcare Center 17,West Bengal,Kolkata,182659,24.590945947482354,80.01261287726722,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/436,,200 beds,2015
FAC-00437,Lucknow Healthcare Center 18,Uttar Pradesh,Lucknow,621533,27.452389646572843,72.17769128848936,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/437,25,,
FAC-00438,Jodhpur Healthcare Center 19,Rajasthan,Jodhpur,749137,26.375381224199977,80.90110898825063,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/438,25,100 beds,2005
FAC-00439,Jaipur Healthcare Center 20,Rajasthan,Jaipur,985331,24.544599826035842,77.60150845106068,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/439,12,200 beds,
FAC-00440,Jodhpur Healthcare Center 1,Rajasthan,Jodhpur,102303,23.413571145768387,80.29883885634402,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/440,50,100 beds,
FAC-00441,Jaipur Healthcare Center 2,Rajasthan,Jaipur,616342,21.40449187322249,79.16856112647883,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/441,,100 beds,1995
FAC-00442,Mumbai Healthcare Center 3,Maharashtra,Mumbai,993590,23.928964899151733,76.57046008292988,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/442,12,,2015
FAC-00443,Jaipur Healthcare Center 4,Rajasthan,Jaipur,229204,27.721451736372288,76.50504596958964,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/443,25,,
FAC-00444,Ahmedabad Healthcare Center 5,Gujarat,Ahmedabad,979562,25.85120711348444,81.24370873781538,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/444,50,50 beds,1995
FAC-00445,Jodhpur Healthcare Center 6,Rajasthan,Jodhpur,789461,26.00546021805411,80.82695863558678,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/445,25,50 beds,2005
FAC-00446,Kolkata Healthcare Center 7,West Bengal,Kolkata,408463,24.52845706081367,73.33371831016093,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/446,50,100 beds,2005
FAC-00447,Ahmedabad Healthcare Center 8,Gujarat,Ahmedabad,310647,22.09712696255502,79.14384535629894,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/447,5,50 beds,2005
FAC-00448,Jodhpur Healthcare Center 9,Rajasthan,Jodhpur,689593,24.803699223906268,77.706381942531,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/448,50,100 beds,2015
FAC-00449,Jaipur Healthcare Center 10,Rajasthan,Jaipur,211642,20.25272141254472,73.45326711632795,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/449,5,100 beds,1995
FAC-00450,Bengaluru Healthcare Center 11,Karnataka,Bengaluru,253541,28.39381814465171,78.9059485036401,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/450,5,,2005
FAC-00451,Chennai Healthcare Center 12,Tamil Nadu,Chennai,746036,28.680353736544102,79.39492480172851,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/451,50,200 beds,1995
FAC-00452,Ahmedabad Healthcare Center 13,Gujarat,Ahmedabad,826596,26.644935685916238,81.2648481116878,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/452,25,100 beds,
FAC-00453,Jaipur Healthcare Center 14,Rajasthan,Jaipur,312952,26.20561695611849,79.80924892875885,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/453,5,100 beds,1995
FAC-00454,Mumbai Healthcare Center 15,Maharashtra,Mumbai,570616,21.774258984882632,78.82658851701535,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/454,5,,2015
FAC-00455,Jaipur Healthcare Center 16,Rajasthan,Jaipur,392670,25.56598620595333,73.30066530115373,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/455,,100 beds,2015
FAC-00456,Patna Healthcare Center 17,Bihar,Patna,261169,29.28628238459155,77.96880332014378,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/456,25,100 beds,
FAC-00457,Lucknow Healthcare Center 18,Uttar Pradesh,Lucknow,330646,29.569877176275035,77.20606287331704,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/457,25,200 beds,
FAC-00458,Lucknow Healthcare Center 19,Uttar Pradesh,Lucknow,323717,26.63334476440277,75.31066536611303,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/458,5,200 beds,
FAC-00459,Jodhpur Healthcare Center 20,Rajasthan,Jodhpur,567315,22.403478764332565,78.4226435582117,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/459,,100 beds,2015
FAC-00460,Jodhpur Healthcare Center 1,Rajasthan,Jodhpur,369054,25.402373129425616,74.82828994279397,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/460,50,200 beds,2015
FAC-00461,Jaipur Healthcare Center 2,Rajasthan,Jaipur,783176,21.92512387933677,77.13894700127433,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/461,5,,
FAC-00462,Mumbai Healthcare Center 3,Maharashtra,Mumbai,818699,24.242094519411406,73.0392680917367,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/462,,50 beds,
FAC-00463,Chennai Healthcare Center 4,Tamil Nadu,Chennai,139726,20.875208979341984,72.5426807089144,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/463,50,,1995
FAC-00464,Bengaluru Healthcare Center 5,Karnataka,Bengaluru,506881,24.511256637440418,76.04448020704277,Super-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/464,,200 beds,
FAC-00465,Ahmedabad Healthcare Center 6,Gujarat,Ahmedabad,772580,27.202856810267967,72.632375907597,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/465,,100 beds,
FAC-00466,Bengaluru Healthcare Center 7,Karnataka,Bengaluru,736030,20.865052214377926,79.65274241020462,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/466,25,200 beds,
FAC-00467,Chennai Healthcare Center 8,Tamil Nadu,Chennai,659381,22.198657254605102,79.46753911606912,Super-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/467,5,100 beds,2005
FAC-00468,Jaipur Healthcare Center 9,Rajasthan,Jaipur,682032,21.413738662245507,72.41773140467926,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/468,50,,2005
FAC-00469,Mumbai Healthcare Center 10,Maharashtra,Mumbai,322022,24.12654496026248,78.45931503560088,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/469,5,50 beds,1995
FAC-00470,Bhopal Healthcare Center 11,Madhya Pradesh,Bhopal,303765,21.146225421231833,78.70977911350579,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/470,50,200 beds,
FAC-00471,Bengaluru Healthcare Center 12,Karnataka,Bengaluru,362865,20.98202401380372,79.2558925733414,,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/471,12,100 beds,1995
FAC-00472,Mumbai Healthcare Center 13,Maharashtra,Mumbai,398987,26.19515777154333,81.00118590842922,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/472,25,200 beds,2005
FAC-00473,Bhopal Healthcare Center 14,Madhya Pradesh,Bhopal,827143,25.841699328451973,77.6555200790511,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/473,12,200 beds,1995
FAC-00474,Jaipur Healthcare Center 15,Rajasthan,Jaipur,358133,27.85660112064523,79.12199127225699,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/474,12,100 beds,1995
FAC-00475,Lucknow Healthcare Center 16,Uttar Pradesh,Lucknow,585331,24.45357973566216,79.74766961525916,,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/475,50,,1995
FAC-00476,Bhopal Healthcare Center 17,Madhya Pradesh,Bhopal,982683,22.80615939637375,80.2644367322327,Multi-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/476,12,,
FAC-00477,Jaipur Healthcare Center 18,Rajasthan,Jaipur,762308,20.31194231008309,77.81890490493929,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/477,50,50 beds,
FAC-00478,Ahmedabad Healthcare Center 19,Gujarat,Ahmedabad,669868,28.939859345460548,77.3967711681205,Multi-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/478,12,200 beds,1995
FAC-00479,Bhopal Healthcare Center 20,Madhya Pradesh,Bhopal,240384,24.647011421704526,77.10411993343786,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/479,12,,1995
FAC-00480,Bhopal Healthcare Center 1,Madhya Pradesh,Bhopal,893988,25.14136680516382,76.46220443839002,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/480,50,50 beds,2015
FAC-00481,Lucknow Healthcare Center 2,Uttar Pradesh,Lucknow,329448,27.61472377834038,74.31749907604316,Super-specialty,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/481,12,50 beds,
FAC-00482,Mumbai Healthcare Center 3,Maharashtra,Mumbai,929906,23.612513645596287,76.6967422901021,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/482,,,2005
FAC-00483,Jodhpur Healthcare Center 4,Rajasthan,Jodhpur,764343,28.296471556536503,80.34872266217394,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/483,50,50 beds,2015
FAC-00484,Kolkata Healthcare Center 5,West Bengal,Kolkata,716225,26.533365465568497,80.35469067676644,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/484,25,50 beds,2015
FAC-00485,Lucknow Healthcare Center 6,Uttar Pradesh,Lucknow,610511,27.926574534334993,80.87171943517112,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/485,50,50 beds,2015
FAC-00486,Patna Healthcare Center 7,Bihar,Patna,180832,25.14541273142971,74.80809508349874,Multi-specialty,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/486,5,50 beds,2005
FAC-00487,Bhopal Healthcare Center 8,Madhya Pradesh,Bhopal,793223,22.303463325993246,80.1117262937296,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/487,25,200 beds,2015
FAC-00488,Mumbai Healthcare Center 9,Maharashtra,Mumbai,269078,26.472592341405523,76.108992071632,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/488,,50 beds,1995
FAC-00489,Patna Healthcare Center 10,Bihar,Patna,141094,28.907976714690722,73.4686510008508,Multi-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/489,12,50 beds,2015
FAC-00490,Bhopal Healthcare Center 11,Madhya Pradesh,Bhopal,768595,20.186200356372368,79.19547299504089,Super-specialty,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/490,,50 beds,2015
FAC-00491,Bhopal Healthcare Center 12,Madhya Pradesh,Bhopal,605065,21.70566783989696,80.3036357470428,Multi-specialty,Primary health center with basic outpatient services.,General medicine,Outpatient consultation,,https://example.org/facility/491,50,50 beds,2005
FAC-00492,Patna Healthcare Center 13,Bihar,Patna,575497,25.965333624973596,72.68842897041245,,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/492,25,50 beds,
FAC-00493,Jaipur Healthcare Center 14,Rajasthan,Jaipur,648102,28.595916920106056,77.04359526070712,,Women and child hospital offering maternity and neonatal intensive care.,"Maternity, NICU","Normal delivery, cesarean section, neonatal care","Incubator, fetal monitor",https://example.org/facility/493,5,,1995
FAC-00494,Chennai Healthcare Center 15,Tamil Nadu,Chennai,728950,20.390365636181283,79.83868234838768,General,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/494,,200 beds,1995
FAC-00495,Bhopal Healthcare Center 16,Madhya Pradesh,Bhopal,967719,20.012002058101366,81.3773484062307,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/495,50,200 beds,2005
FAC-00496,Jaipur Healthcare Center 17,Rajasthan,Jaipur,549793,22.294862563790502,80.02300196007813,,Cancer care hospital with oncology department.,Oncology,"Chemotherapy, radiation therapy",Linear accelerator,https://example.org/facility/496,12,,2015
FAC-00497,Patna Healthcare Center 18,Bihar,Patna,600318,27.658588903584544,81.10085356675485,General,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/497,12,200 beds,2005
FAC-00498,Mumbai Healthcare Center 19,Maharashtra,Mumbai,843596,27.436456813620218,72.07114079430603,General,Multi-specialty hospital with 24/7 emergency and intensive care unit.,"ICU, Emergency, Surgery","Emergency surgery, ventilator support","Ventilators, defibrillator, CT scan",https://example.org/facility/498,50,,2015
FAC-00499,Mumbai Healthcare Center 20,Maharashtra,Mumbai,528705,23.62269789774591,73.54778580561813,Super-specialty,Renal care center providing dialysis services.,Dialysis,Hemodialysis,Dialysis machines,https://example.org/facility/499,12,200 beds,2005
